,route,date,real_value
607,C_1,2016-10-23 06:40:00,219.97
608,C_1,2016-10-23 07:00:00,124.0
609,C_1,2016-10-23 07:20:00,127.91
610,C_1,2016-10-23 07:40:00,148.54
611,C_1,2016-10-23 08:00:00,159.65
612,C_1,2016-10-23 08:20:00,186.79
613,C_1,2016-10-23 08:40:00,153.82
614,C_1,2016-10-23 09:00:00,211.64
615,C_1,2016-10-23 09:20:00,153.05
616,C_1,2016-10-23 09:40:00,447.96
617,C_1,2016-10-23 10:00:00,184.73
618,C_1,2016-10-23 10:20:00,119.92
619,C_1,2016-10-23 10:40:00,140.62
620,C_1,2016-10-23 11:00:00,165.44
621,C_1,2016-10-23 11:20:00,180.94
622,C_1,2016-10-23 11:40:00,198.59
623,C_1,2016-10-23 12:00:00,140.67
624,C_1,2016-10-23 12:20:00,180.26
625,C_1,2016-10-23 12:40:00,175.23
626,C_1,2016-10-23 13:20:00,183.58
627,C_1,2016-10-23 13:40:00,202.3
628,C_1,2016-10-23 14:00:00,185.2
629,C_1,2016-10-23 14:20:00,191.22
630,C_1,2016-10-23 14:40:00,444.83
631,C_1,2016-10-23 15:00:00,160.53
632,C_1,2016-10-23 15:20:00,206.22
633,C_1,2016-10-23 15:40:00,195.08
634,C_1,2016-10-23 16:00:00,176.23
635,C_1,2016-10-23 16:20:00,196.48
636,C_1,2016-10-23 16:40:00,352.44
637,C_1,2016-10-23 17:00:00,227.86
638,C_1,2016-10-23 17:20:00,229.92
639,C_1,2016-10-23 17:40:00,221.27
640,C_1,2016-10-23 18:00:00,200.4
641,C_1,2016-10-23 18:20:00,224.13
642,C_1,2016-10-23 18:40:00,122.38
643,C_1,2016-10-23 19:00:00,165.58
644,C_1,2016-10-23 20:00:00,246.83
645,C_1,2016-10-23 20:20:00,212.16
646,C_1,2016-10-23 21:20:00,206.07
647,C_1,2016-10-23 21:40:00,196.53
648,C_1,2016-10-23 22:00:00,164.81
649,C_1,2016-10-23 22:40:00,119.61
650,C_1,2016-10-24 02:00:00,103.2
651,C_1,2016-10-24 02:20:00,332.76
652,C_1,2016-10-24 05:00:00,164.65
653,C_1,2016-10-24 05:40:00,133.19
654,C_1,2016-10-24 06:00:00,171.65
655,C_1,2016-10-24 06:40:00,138.84
656,C_1,2016-10-24 07:00:00,176.69
657,C_1,2016-10-24 07:20:00,235.8
658,C_1,2016-10-24 07:40:00,272.82
659,C_1,2016-10-24 08:00:00,159.83
660,C_1,2016-10-24 08:20:00,156.72
661,C_1,2016-10-24 08:40:00,157.63
662,C_1,2016-10-24 09:20:00,136.74
663,C_1,2016-10-24 09:40:00,205.9
664,C_1,2016-10-24 10:00:00,131.45
665,C_1,2016-10-24 10:20:00,189.94
666,C_1,2016-10-24 10:40:00,140.88
667,C_1,2016-10-24 11:00:00,161.65
668,C_1,2016-10-24 11:20:00,158.37
669,C_1,2016-10-24 11:40:00,193.82
670,C_1,2016-10-24 12:00:00,172.15
671,C_1,2016-10-24 12:20:00,158.66
672,C_1,2016-10-24 12:40:00,167.22
673,C_1,2016-10-24 13:00:00,158.07
674,C_1,2016-10-24 13:20:00,201.41
675,C_1,2016-10-24 14:00:00,232.22
676,C_1,2016-10-24 14:40:00,171.23
677,C_1,2016-10-24 15:00:00,168.85
678,C_1,2016-10-24 15:20:00,202.64
679,C_1,2016-10-24 15:40:00,175.87
680,C_1,2016-10-24 16:00:00,181.69
681,C_1,2016-10-24 16:20:00,188.64
682,C_1,2016-10-24 16:40:00,159.58
683,C_1,2016-10-24 17:00:00,190.15
684,C_1,2016-10-24 17:20:00,154.65
685,C_1,2016-10-24 17:40:00,160.04
686,C_1,2016-10-24 18:00:00,271.2
687,C_1,2016-10-24 18:20:00,260.35
688,C_1,2016-10-24 19:00:00,206.34
689,C_1,2016-10-24 19:20:00,215.99
690,C_1,2016-10-24 20:00:00,148.62
691,C_1,2016-10-24 21:00:00,115.5
692,C_1,2016-10-24 21:20:00,133.45
693,C_1,2016-10-24 22:20:00,153.95
694,C_1,2016-10-24 22:40:00,236.09
695,A_2,2016-10-18 00:00:00,87.33
696,A_2,2016-10-18 00:20:00,38.13
697,A_2,2016-10-18 01:00:00,54.63
698,A_2,2016-10-18 01:20:00,57.12
699,A_2,2016-10-18 01:40:00,73.22
700,A_2,2016-10-18 02:00:00,50.29
701,A_2,2016-10-18 02:20:00,54.99
702,A_2,2016-10-18 03:00:00,73.02
703,A_2,2016-10-18 03:20:00,46.13
704,A_2,2016-10-18 03:40:00,36.22
705,A_2,2016-10-18 04:00:00,56.84
706,A_2,2016-10-18 04:20:00,55.64
707,A_2,2016-10-18 04:40:00,97.4
708,A_2,2016-10-18 05:00:00,65.88
709,A_2,2016-10-18 05:20:00,52.59
710,A_2,2016-10-18 05:40:00,46.03
711,A_2,2016-10-18 06:00:00,41.1
712,A_2,2016-10-18 06:20:00,43.68
713,A_2,2016-10-18 06:40:00,68.02
714,A_2,2016-10-18 07:00:00,52.61
715,A_2,2016-10-18 07:20:00,56.17
716,A_2,2016-10-18 07:40:00,63.6
717,A_2,2016-10-18 08:00:00,77.77
718,A_2,2016-10-18 08:20:00,70.3
719,A_2,2016-10-18 08:40:00,77.68
720,A_2,2016-10-18 09:00:00,79.28
721,A_2,2016-10-18 09:20:00,83.27
722,A_2,2016-10-18 09:40:00,77.67
723,A_2,2016-10-18 10:00:00,101.39
724,A_2,2016-10-18 10:20:00,62.82
725,A_2,2016-10-18 10:40:00,67.85
726,A_2,2016-10-18 11:00:00,46.77
727,A_2,2016-10-18 11:20:00,56.06
728,A_2,2016-10-18 11:40:00,76.07
729,A_2,2016-10-18 12:00:00,78.32
730,A_2,2016-10-18 12:20:00,51.44
731,A_2,2016-10-18 12:40:00,68.47
732,A_2,2016-10-18 13:00:00,59.92
733,A_2,2016-10-18 13:20:00,59.41
734,A_2,2016-10-18 13:40:00,56.35
735,A_2,2016-10-18 14:00:00,67.95
736,A_2,2016-10-18 14:20:00,75.83
737,A_2,2016-10-18 14:40:00,86.26
738,A_2,2016-10-18 15:00:00,99.96
739,A_2,2016-10-18 15:20:00,88.36
740,A_2,2016-10-18 15:40:00,74.89
741,A_2,2016-10-18 16:00:00,63.3
742,A_2,2016-10-18 16:20:00,71.36
743,A_2,2016-10-18 16:40:00,99.26
744,A_2,2016-10-18 17:00:00,75.0
745,A_2,2016-10-18 17:20:00,63.3
746,A_2,2016-10-18 17:40:00,68.39
747,A_2,2016-10-18 18:00:00,88.83
748,A_2,2016-10-18 18:20:00,59.33
749,A_2,2016-10-18 18:40:00,52.23
750,A_2,2016-10-18 19:00:00,59.61
751,A_2,2016-10-18 19:20:00,41.75
752,A_2,2016-10-18 19:40:00,56.44
753,A_2,2016-10-18 20:00:00,73.98
754,A_2,2016-10-18 20:20:00,44.82
755,A_2,2016-10-18 20:40:00,258.56
756,A_2,2016-10-18 21:00:00,67.64
757,A_2,2016-10-18 21:20:00,61.5
758,A_2,2016-10-18 21:40:00,56.92
759,A_2,2016-10-18 22:00:00,32.7
760,A_2,2016-10-18 22:40:00,54.65
761,A_2,2016-10-18 23:00:00,73.27
762,A_2,2016-10-18 23:20:00,45.99
763,A_2,2016-10-18 23:40:00,44.11
764,A_2,2016-10-19 00:00:00,135.68
765,A_2,2016-10-19 00:20:00,59.22
766,A_2,2016-10-19 00:40:00,33.9
767,A_2,2016-10-19 01:00:00,43.84
768,A_2,2016-10-19 01:20:00,70.89
769,A_2,2016-10-19 01:40:00,55.65
770,A_2,2016-10-19 02:00:00,56.06
771,A_2,2016-10-19 02:20:00,83.29
772,A_2,2016-10-19 02:40:00,44.33
773,A_2,2016-10-19 03:00:00,18.88
774,A_2,2016-10-19 03:20:00,56.73
775,A_2,2016-10-19 04:20:00,59.66
776,A_2,2016-10-19 04:40:00,55.81
777,A_2,2016-10-19 05:00:00,50.23
778,A_2,2016-10-19 05:20:00,97.52
779,A_2,2016-10-19 05:40:00,63.9
780,A_2,2016-10-19 06:00:00,40.01
781,A_2,2016-10-19 06:20:00,57.01
782,A_2,2016-10-19 06:40:00,37.41
783,A_2,2016-10-19 07:00:00,69.58
784,A_2,2016-10-19 07:20:00,100.11
785,A_2,2016-10-19 07:40:00,58.29
786,A_2,2016-10-19 08:00:00,91.72
787,A_2,2016-10-19 08:20:00,92.28
788,A_2,2016-10-19 08:40:00,103.94
789,A_2,2016-10-19 09:00:00,79.27
790,A_2,2016-10-19 09:20:00,81.22
791,A_2,2016-10-19 09:40:00,79.82
792,A_2,2016-10-19 10:00:00,69.07
793,A_2,2016-10-19 10:20:00,71.33
794,A_2,2016-10-19 10:40:00,62.95
795,A_2,2016-10-19 11:00:00,78.84
796,A_2,2016-10-19 11:20:00,116.77
797,A_2,2016-10-19 11:40:00,72.27
798,A_2,2016-10-19 12:00:00,64.64
799,A_2,2016-10-19 12:20:00,53.55
800,A_2,2016-10-19 12:40:00,64.89
801,A_2,2016-10-19 13:00:00,101.4
802,A_2,2016-10-19 13:20:00,78.8
803,A_2,2016-10-19 13:40:00,58.28
804,A_2,2016-10-19 14:00:00,69.71
805,A_2,2016-10-19 14:20:00,80.75
806,A_2,2016-10-19 14:40:00,70.39
807,A_2,2016-10-19 15:00:00,64.46
808,A_2,2016-10-19 15:20:00,62.31
809,A_2,2016-10-19 15:40:00,57.33
810,A_2,2016-10-19 16:00:00,67.58
811,A_2,2016-10-19 16:20:00,55.19
812,A_2,2016-10-19 16:40:00,72.48
813,A_2,2016-10-19 17:00:00,60.0
814,A_2,2016-10-19 17:20:00,56.98
815,A_2,2016-10-19 17:40:00,66.91
816,A_2,2016-10-19 18:00:00,63.8
817,A_2,2016-10-19 18:20:00,55.74
818,A_2,2016-10-19 18:40:00,84.02
819,A_2,2016-10-19 19:00:00,66.73
820,A_2,2016-10-19 19:20:00,67.8
821,A_2,2016-10-19 19:40:00,52.17
822,A_2,2016-10-19 20:00:00,51.42
823,A_2,2016-10-19 20:20:00,57.66
824,A_2,2016-10-19 20:40:00,109.17
825,A_2,2016-10-19 21:00:00,61.3
826,A_2,2016-10-19 21:20:00,62.61
827,A_2,2016-10-20 00:20:00,111.42
828,A_2,2016-10-20 01:00:00,50.11
829,A_2,2016-10-20 01:20:00,51.31
830,A_2,2016-10-20 02:00:00,61.28
831,A_2,2016-10-20 02:20:00,33.87
832,A_2,2016-10-20 02:40:00,34.67
833,A_2,2016-10-20 03:00:00,51.92
834,A_2,2016-10-20 03:20:00,45.97
835,A_2,2016-10-20 03:40:00,39.55
836,A_2,2016-10-20 04:00:00,50.99
837,A_2,2016-10-20 04:20:00,454.91
838,A_2,2016-10-20 04:40:00,49.43
839,A_2,2016-10-20 05:00:00,77.36
840,A_2,2016-10-20 05:20:00,47.64
841,A_2,2016-10-20 05:40:00,53.47
842,A_2,2016-10-20 06:00:00,63.58
843,A_2,2016-10-20 06:20:00,49.79
844,A_2,2016-10-20 06:40:00,60.88
845,A_2,2016-10-20 07:00:00,74.07
846,A_2,2016-10-20 07:20:00,62.99
847,A_2,2016-10-20 07:40:00,75.79
848,A_2,2016-10-20 08:00:00,87.24
849,A_2,2016-10-20 08:20:00,75.48
850,A_2,2016-10-20 08:40:00,79.6
851,A_2,2016-10-20 09:00:00,103.35
852,A_2,2016-10-20 09:20:00,97.05
853,A_2,2016-10-20 09:40:00,67.95
854,A_2,2016-10-20 10:00:00,55.63
855,A_2,2016-10-20 10:20:00,58.35
856,A_2,2016-10-20 10:40:00,59.72
857,A_2,2016-10-20 11:00:00,94.92
858,A_2,2016-10-20 11:20:00,59.54
859,A_2,2016-10-20 11:40:00,71.52
860,A_2,2016-10-20 12:00:00,55.38
861,A_2,2016-10-20 12:20:00,68.18
862,A_2,2016-10-20 12:40:00,53.81
863,A_2,2016-10-20 13:00:00,55.26
864,A_2,2016-10-20 13:20:00,63.0
865,A_2,2016-10-20 13:40:00,64.38
866,A_2,2016-10-20 14:00:00,82.2
867,A_2,2016-10-20 14:20:00,67.13
868,A_2,2016-10-20 14:40:00,79.52
869,A_2,2016-10-20 15:00:00,77.16
870,A_2,2016-10-20 15:20:00,63.98
871,A_2,2016-10-20 15:40:00,63.67
872,A_2,2016-10-20 16:00:00,61.18
873,A_2,2016-10-20 16:20:00,65.2
874,A_2,2016-10-20 16:40:00,63.05
875,A_2,2016-10-20 17:00:00,96.52
876,A_2,2016-10-20 17:20:00,54.93
877,A_2,2016-10-20 17:40:00,82.28
878,A_2,2016-10-20 18:00:00,75.25
879,A_2,2016-10-20 18:20:00,50.34
880,A_2,2016-10-20 18:40:00,57.25
881,A_2,2016-10-20 21:00:00,65.57
882,A_2,2016-10-20 21:20:00,58.43
883,A_2,2016-10-20 21:40:00,53.91
884,A_2,2016-10-20 22:00:00,50.05
885,A_2,2016-10-20 22:20:00,51.92
886,A_2,2016-10-20 22:40:00,52.23
887,A_2,2016-10-20 23:20:00,72.47
888,A_2,2016-10-20 23:40:00,49.46
889,A_2,2016-10-21 00:00:00,66.42
890,A_2,2016-10-21 00:20:00,39.68
891,A_2,2016-10-21 00:40:00,48.41
892,A_2,2016-10-21 01:00:00,46.87
893,A_2,2016-10-21 01:20:00,43.33
894,A_2,2016-10-21 01:40:00,87.3
895,A_2,2016-10-21 02:00:00,42.78
896,A_2,2016-10-21 02:20:00,63.57
897,A_2,2016-10-21 02:40:00,45.25
898,A_2,2016-10-21 03:00:00,60.92
899,A_2,2016-10-21 03:20:00,48.17
900,A_2,2016-10-21 04:00:00,59.55
901,A_2,2016-10-21 04:20:00,48.76
902,A_2,2016-10-21 04:40:00,51.97
903,A_2,2016-10-21 05:00:00,83.58
904,A_2,2016-10-21 05:40:00,51.85
905,A_2,2016-10-21 06:00:00,60.93
906,A_2,2016-10-21 06:20:00,40.73
907,A_2,2016-10-21 06:40:00,48.95
908,A_2,2016-10-21 07:00:00,49.87
909,A_2,2016-10-21 07:20:00,55.85
910,A_2,2016-10-21 07:40:00,75.14
911,A_2,2016-10-21 08:00:00,58.58
912,A_2,2016-10-21 08:20:00,71.5
913,A_2,2016-10-21 08:40:00,55.92
914,A_2,2016-10-21 09:00:00,99.53
915,A_2,2016-10-21 09:20:00,83.67
916,A_2,2016-10-21 09:40:00,73.3
917,A_2,2016-10-21 10:00:00,77.35
918,A_2,2016-10-21 10:20:00,62.06
919,A_2,2016-10-21 10:40:00,58.15
920,A_2,2016-10-21 11:00:00,57.11
921,A_2,2016-10-21 11:20:00,60.62
922,A_2,2016-10-21 11:40:00,73.53
923,A_2,2016-10-21 12:00:00,70.2
924,A_2,2016-10-21 12:20:00,72.89
925,A_2,2016-10-21 12:40:00,50.98
926,A_2,2016-10-21 13:00:00,65.99
927,A_2,2016-10-21 13:20:00,77.35
928,A_2,2016-10-21 13:40:00,56.96
929,A_2,2016-10-21 14:00:00,56.92
930,A_2,2016-10-21 14:20:00,62.31
931,A_2,2016-10-21 14:40:00,89.46
932,A_2,2016-10-21 15:00:00,53.91
933,A_2,2016-10-21 15:20:00,92.33
934,A_2,2016-10-21 15:40:00,74.07
935,A_2,2016-10-21 16:00:00,76.29
936,A_2,2016-10-21 16:20:00,106.66
937,A_2,2016-10-21 16:40:00,80.67
938,A_2,2016-10-21 17:00:00,101.05
939,A_2,2016-10-21 17:20:00,82.62
940,A_2,2016-10-21 17:40:00,62.0
941,A_2,2016-10-21 18:00:00,76.75
942,A_2,2016-10-21 18:20:00,81.04
943,A_2,2016-10-21 18:40:00,70.41
944,A_2,2016-10-21 19:00:00,86.83
945,A_2,2016-10-21 19:20:00,78.12
946,A_2,2016-10-21 19:40:00,69.8
947,A_2,2016-10-21 20:00:00,57.48
948,A_2,2016-10-21 20:20:00,44.1
949,A_2,2016-10-21 20:40:00,67.3
950,A_2,2016-10-21 21:00:00,45.44
951,A_2,2016-10-21 21:20:00,54.65
952,A_2,2016-10-21 21:40:00,40.06
953,A_2,2016-10-21 22:00:00,71.48
954,A_2,2016-10-21 22:20:00,85.62
955,A_2,2016-10-21 22:40:00,53.73
956,A_2,2016-10-21 23:00:00,43.73
957,A_2,2016-10-21 23:20:00,77.36
958,A_2,2016-10-21 23:40:00,51.7
959,A_2,2016-10-22 00:20:00,71.93
960,A_2,2016-10-22 00:40:00,48.91
961,A_2,2016-10-22 01:00:00,99.77
962,A_2,2016-10-22 01:20:00,99.96
963,A_2,2016-10-22 02:00:00,45.05
964,A_2,2016-10-22 02:40:00,53.12
965,A_2,2016-10-22 03:40:00,52.59
966,A_2,2016-10-22 04:00:00,24.94
967,A_2,2016-10-22 04:20:00,46.48
968,A_2,2016-10-22 05:00:00,83.49
969,A_2,2016-10-22 05:20:00,75.05
970,A_2,2016-10-22 05:40:00,48.17
971,A_2,2016-10-22 06:00:00,33.68
972,A_2,2016-10-22 06:20:00,81.57
973,A_2,2016-10-22 06:40:00,52.29
974,A_2,2016-10-22 07:00:00,51.07
975,A_2,2016-10-22 07:20:00,58.39
976,A_2,2016-10-22 07:40:00,90.94
977,A_2,2016-10-22 08:00:00,71.43
978,A_2,2016-10-22 08:20:00,56.06
979,A_2,2016-10-22 08:40:00,62.2
980,A_2,2016-10-22 09:00:00,79.54
981,A_2,2016-10-22 09:20:00,64.81
982,A_2,2016-10-22 09:40:00,70.94
983,A_2,2016-10-22 10:00:00,55.65
984,A_2,2016-10-22 10:20:00,55.82
985,A_2,2016-10-22 10:40:00,62.48
986,A_2,2016-10-22 11:00:00,68.06
987,A_2,2016-10-22 11:20:00,66.71
988,A_2,2016-10-22 11:40:00,58.27
989,A_2,2016-10-22 12:00:00,61.46
990,A_2,2016-10-22 12:20:00,50.17
991,A_2,2016-10-22 12:40:00,68.15
992,A_2,2016-10-22 13:00:00,58.13
993,A_2,2016-10-22 13:20:00,68.96
994,A_2,2016-10-22 13:40:00,62.73
995,A_2,2016-10-22 14:00:00,60.97
996,A_2,2016-10-22 14:20:00,69.62
997,A_2,2016-10-22 14:40:00,108.93
998,A_2,2016-10-22 15:00:00,63.87
999,A_2,2016-10-22 15:20:00,68.15
1000,A_2,2016-10-22 15:40:00,58.8
1001,A_2,2016-10-22 16:00:00,68.98
1002,A_2,2016-10-22 16:20:00,82.07
1003,A_2,2016-10-22 16:40:00,65.99
1004,A_2,2016-10-22 17:00:00,71.32
1005,A_2,2016-10-22 17:20:00,63.61
1006,A_2,2016-10-22 17:40:00,77.17
1007,A_2,2016-10-22 18:00:00,69.61
1008,A_2,2016-10-22 18:20:00,66.35
1009,A_2,2016-10-22 18:40:00,58.64
1010,A_2,2016-10-22 19:00:00,76.91
1011,A_2,2016-10-22 19:20:00,78.61
1012,A_2,2016-10-22 19:40:00,53.08
1013,A_2,2016-10-22 20:00:00,64.77
1014,A_2,2016-10-22 20:20:00,52.81
1015,A_2,2016-10-22 20:40:00,44.37
1016,A_2,2016-10-22 21:00:00,64.75
1017,A_2,2016-10-22 21:20:00,58.39
1018,A_2,2016-10-22 21:40:00,62.89
1019,A_2,2016-10-22 22:00:00,54.27
1020,A_2,2016-10-22 22:20:00,86.89
1021,A_2,2016-10-22 22:40:00,50.48
1022,A_2,2016-10-22 23:00:00,39.06
1023,A_2,2016-10-22 23:20:00,36.88
1024,A_2,2016-10-22 23:40:00,77.32
1025,A_2,2016-10-23 00:00:00,55.77
1026,A_2,2016-10-23 00:40:00,33.7
1027,A_2,2016-10-23 01:00:00,39.95
1028,A_2,2016-10-23 01:20:00,175.42
1029,A_2,2016-10-23 01:40:00,44.06
1030,A_2,2016-10-23 02:00:00,75.7
1031,A_2,2016-10-23 02:20:00,58.13
1032,A_2,2016-10-23 03:00:00,53.88
1033,A_2,2016-10-23 03:20:00,44.77
1034,A_2,2016-10-23 03:40:00,56.07
1035,A_2,2016-10-23 04:00:00,53.35
1036,A_2,2016-10-23 04:20:00,43.36
1037,A_2,2016-10-23 04:40:00,63.69
1038,A_2,2016-10-23 05:00:00,58.01
1039,A_2,2016-10-23 05:20:00,59.29
1040,A_2,2016-10-23 05:40:00,74.86
1041,A_2,2016-10-23 06:20:00,68.98
1042,A_2,2016-10-23 06:40:00,77.07
1043,A_2,2016-10-23 07:00:00,43.38
1044,A_2,2016-10-23 07:20:00,49.54
1045,A_2,2016-10-23 07:40:00,66.13
1046,A_2,2016-10-23 08:00:00,56.62
1047,A_2,2016-10-23 08:20:00,65.06
1048,A_2,2016-10-23 08:40:00,65.96
1049,A_2,2016-10-23 09:00:00,83.79
1050,A_2,2016-10-23 09:20:00,64.03
1051,A_2,2016-10-23 09:40:00,66.64
1052,A_2,2016-10-23 10:00:00,72.69
1053,A_2,2016-10-23 10:20:00,54.99
1054,A_2,2016-10-23 10:40:00,62.27
1055,A_2,2016-10-23 11:00:00,69.98
1056,A_2,2016-10-23 11:20:00,67.44
1057,A_2,2016-10-23 11:40:00,47.44
1058,A_2,2016-10-23 12:00:00,58.95
1059,A_2,2016-10-23 12:20:00,59.23
1060,A_2,2016-10-23 12:40:00,62.73
1061,A_2,2016-10-23 13:00:00,52.5
1062,A_2,2016-10-23 13:20:00,85.23
1063,A_2,2016-10-23 13:40:00,70.07
1064,A_2,2016-10-23 14:00:00,60.82
1065,A_2,2016-10-23 14:20:00,92.4
1066,A_2,2016-10-23 14:40:00,82.72
1067,A_2,2016-10-23 15:00:00,94.77
1068,A_2,2016-10-23 15:20:00,79.39
1069,A_2,2016-10-23 15:40:00,92.5
1070,A_2,2016-10-23 16:00:00,71.31
1071,A_2,2016-10-23 16:20:00,75.19
1072,A_2,2016-10-23 16:40:00,71.57
1073,A_2,2016-10-23 17:00:00,94.08
1074,A_2,2016-10-23 17:20:00,67.87
1075,A_2,2016-10-23 17:40:00,63.09
1076,A_2,2016-10-23 18:00:00,63.97
1077,A_2,2016-10-23 18:20:00,60.32
1078,A_2,2016-10-23 18:40:00,69.44
1079,A_2,2016-10-23 19:00:00,71.7
1080,A_2,2016-10-23 19:20:00,53.33
1081,A_2,2016-10-23 19:40:00,47.96
1082,A_2,2016-10-23 20:00:00,52.99
1083,A_2,2016-10-23 20:20:00,72.47
1084,A_2,2016-10-23 20:40:00,96.65
1085,A_2,2016-10-23 21:00:00,40.2
1086,A_2,2016-10-23 21:20:00,46.06
1087,A_2,2016-10-23 21:40:00,72.02
1088,A_2,2016-10-23 22:00:00,90.86
1089,A_2,2016-10-23 22:20:00,48.13
1090,A_2,2016-10-23 22:40:00,91.89
1091,A_2,2016-10-23 23:00:00,73.14
1092,A_2,2016-10-23 23:20:00,43.93
1093,A_2,2016-10-24 00:00:00,52.45
1094,A_2,2016-10-24 00:20:00,43.96
1095,A_2,2016-10-24 01:20:00,49.2
1096,A_2,2016-10-24 02:40:00,59.9
1097,A_2,2016-10-24 03:00:00,32.3
1098,A_2,2016-10-24 04:00:00,55.85
1099,A_2,2016-10-24 04:20:00,53.0
1100,A_2,2016-10-24 04:40:00,40.55
1101,A_2,2016-10-24 05:00:00,59.79
1102,A_2,2016-10-24 05:20:00,47.04
1103,A_2,2016-10-24 05:40:00,63.59
1104,A_2,2016-10-24 06:00:00,41.19
1105,A_2,2016-10-24 06:20:00,50.12
1106,A_2,2016-10-24 06:40:00,37.17
1107,A_2,2016-10-24 07:00:00,75.68
1108,A_2,2016-10-24 07:20:00,54.03
1109,A_2,2016-10-24 07:40:00,78.28
1110,A_2,2016-10-24 08:00:00,70.59
1111,A_2,2016-10-24 08:20:00,85.32
1112,A_2,2016-10-24 08:40:00,63.33
1113,A_2,2016-10-24 09:00:00,79.18
1114,A_2,2016-10-24 09:20:00,76.7
1115,A_2,2016-10-24 09:40:00,51.01
1116,A_2,2016-10-24 10:00:00,56.98
1117,A_2,2016-10-24 10:20:00,69.81
1118,A_2,2016-10-24 10:40:00,72.1
1119,A_2,2016-10-24 11:00:00,73.41
1120,A_2,2016-10-24 11:20:00,41.9
1121,A_2,2016-10-24 11:40:00,53.98
1122,A_2,2016-10-24 12:00:00,41.57
1123,A_2,2016-10-24 12:20:00,44.07
1124,A_2,2016-10-24 12:40:00,60.45
1125,A_2,2016-10-24 13:00:00,72.37
1126,A_2,2016-10-24 13:20:00,69.05
1127,A_2,2016-10-24 13:40:00,66.77
1128,A_2,2016-10-24 14:00:00,60.04
1129,A_2,2016-10-24 14:20:00,49.28
1130,A_2,2016-10-24 14:40:00,69.83
1131,A_2,2016-10-24 15:00:00,95.17
1132,A_2,2016-10-24 15:20:00,51.87
1133,A_2,2016-10-24 15:40:00,44.69
1134,A_2,2016-10-24 16:00:00,87.3
1135,A_2,2016-10-24 16:20:00,67.71
1136,A_2,2016-10-24 16:40:00,58.8
1137,A_2,2016-10-24 17:00:00,85.03
1138,A_2,2016-10-24 17:20:00,68.98
1139,A_2,2016-10-24 17:40:00,53.84
1140,A_2,2016-10-24 18:00:00,65.13
1141,A_2,2016-10-24 18:20:00,61.35
1142,A_2,2016-10-24 18:40:00,62.85
1143,A_2,2016-10-24 19:00:00,63.6
1144,A_2,2016-10-24 19:20:00,61.11
1145,A_2,2016-10-24 19:40:00,57.26
1146,A_2,2016-10-24 20:00:00,72.77
1147,A_2,2016-10-24 20:20:00,48.82
1148,A_2,2016-10-24 20:40:00,73.69
1149,A_2,2016-10-24 21:00:00,65.89
1150,A_2,2016-10-24 21:20:00,58.11
1151,A_2,2016-10-24 21:40:00,57.96
1152,A_2,2016-10-24 22:00:00,62.87
1153,A_2,2016-10-24 22:20:00,73.11
1154,A_2,2016-10-24 22:40:00,56.58
1155,A_2,2016-10-24 23:00:00,51.33
1156,A_2,2016-10-24 23:20:00,48.94
1157,A_2,2016-10-24 23:40:00,54.31
1158,A_3,2016-10-18 00:00:00,69.19
1159,A_3,2016-10-18 00:20:00,90.81
1160,A_3,2016-10-18 00:40:00,86.94
1161,A_3,2016-10-18 02:00:00,82.49
1162,A_3,2016-10-18 03:00:00,77.51
1163,A_3,2016-10-18 03:20:00,98.53
1164,A_3,2016-10-18 04:20:00,73.01
1165,A_3,2016-10-18 05:00:00,81.56
1166,A_3,2016-10-18 05:20:00,83.4
1167,A_3,2016-10-18 05:40:00,70.45
1168,A_3,2016-10-18 06:00:00,69.48
1169,A_3,2016-10-18 06:20:00,142.01
1170,A_3,2016-10-18 06:40:00,233.68
1171,A_3,2016-10-18 07:00:00,143.65
1172,A_3,2016-10-18 07:20:00,151.51
1173,A_3,2016-10-18 07:40:00,207.71
1174,A_3,2016-10-18 08:00:00,197.5
1175,A_3,2016-10-18 08:20:00,166.9
1176,A_3,2016-10-18 08:40:00,253.82
1177,A_3,2016-10-18 09:00:00,240.16
1178,A_3,2016-10-18 09:20:00,179.19
1179,A_3,2016-10-18 09:40:00,136.98
1180,A_3,2016-10-18 10:00:00,114.98
1181,A_3,2016-10-18 10:20:00,110.93
1182,A_3,2016-10-18 10:40:00,119.97
1183,A_3,2016-10-18 11:00:00,120.08
1184,A_3,2016-10-18 11:20:00,120.77
1185,A_3,2016-10-18 11:40:00,104.28
1186,A_3,2016-10-18 12:00:00,113.33
1187,A_3,2016-10-18 12:20:00,114.68
1188,A_3,2016-10-18 12:40:00,109.56
1189,A_3,2016-10-18 13:00:00,130.34
1190,A_3,2016-10-18 13:20:00,151.88
1191,A_3,2016-10-18 13:40:00,132.62
1192,A_3,2016-10-18 14:00:00,110.4
1193,A_3,2016-10-18 14:20:00,132.52
1194,A_3,2016-10-18 14:40:00,148.47
1195,A_3,2016-10-18 15:00:00,133.05
1196,A_3,2016-10-18 15:20:00,121.57
1197,A_3,2016-10-18 15:40:00,147.37
1198,A_3,2016-10-18 16:00:00,117.07
1199,A_3,2016-10-18 16:20:00,134.27
1200,A_3,2016-10-18 16:40:00,139.1
1201,A_3,2016-10-18 17:00:00,136.34
1202,A_3,2016-10-18 17:20:00,143.7
1203,A_3,2016-10-18 17:40:00,100.13
1204,A_3,2016-10-18 18:00:00,122.91
1205,A_3,2016-10-18 18:20:00,112.75
